,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
9087,Germany,Wheat,2007,700.0,40740.64,10.37,69611
25427,Spain,Wheat,2000,636.0,34597.0,17.15,30997
24940,South Africa,Sweet potatoes,2004,495.0,26857.0,15.49,34248
13649,India,Wheat,2008,1083.0,14485.33,27.05,28022
5772,Canada,Maize,1998,537.0,41275.6,7.0,80054
4736,Brazil,Maize,2013,1761.0,367778.0,20.07,52536
5808,Canada,Soybeans,1999,537.0,44293.0,6.71,27698
225,Angola,Cassava,1992,1010.0,23.0,23.96,42295
17186,Kazakhstan,Maize,1995,250.0,13535.0,4.33,19316
6544,Colombia,Plantains and others,1991,3240.0,16817.0,22.53,72329
22433,Pakistan,Soybeans,2001,494.0,11871.0,27.7,11134
11253,India,Potatoes,1994,1083.0,61357.0,24.29,166101
26650,Turkey,Maize,1995,593.0,27328.0,19.15,37322
19145,Mexico,Soybeans,1992,758.0,34468.93,24.87,18388
27748,Uruguay,Maize,1995,1300.0,2413.02,16.66,24528
15750,Italy,Soybeans,1993,832.0,89282.2,7.43,31552
16397,Japan,Maize,1995,1668.0,79821.18,14.97,25000
3081,Brazil,Sorghum,1995,1761.0,92967.22,22.07,17981
14131,India,Sorghum,2011,1083.0,55540.0,25.64,9487
14615,Indonesia,Soybeans,1991,2702.0,3259.0,27.21,11369
26884,Turkey,Maize,2005,593.0,40332.0,17.78,70000
18837,Mauritania,Wheat,2008,92.0,17.22,28.14,20000
1181,Australia,Wheat,1998,534.0,37215.0,20.62,19153
14288,India,Sorghum,2012,1083.0,52980.0,26.21,9568
83,Albania,Maize,2010,1485.0,1311.17,16.52,66790
28074,Zimbabwe,Cassava,1992,657.0,3303.0,21.93,40000
16528,Japan,Potatoes,1998,1668.0,79821.18,16.39,307608
25253,Spain,Soybeans,1992,636.0,31839.0,16.35,20184
28109,Zimbabwe,"Rice, paddy",1996,657.0,2538.0,20.7,22727
1774,Austria,Maize,1990,1110.0,4246.0,9.23,81800
19223,Mexico,Wheat,1993,758.0,34468.93,16.23,40821
12597,India,Wheat,2001,1083.0,43720.04,25.95,27081
3188,Brazil,Sorghum,1996,1761.0,101621.67,25.94,18118
21706,Pakistan,Maize,1990,494.0,5299.0,26.39,14014
15172,Indonesia,Maize,2008,2702.0,1597.0,26.65,40776
15164,Indonesia,Cassava,2008,2702.0,1597.0,27.03,180950
14653,Indonesia,Sweet potatoes,1992,2702.0,825.0,26.96,94481
15784,Italy,Maize,1996,832.0,74617.2,7.06,93328
24317,Saudi Arabia,Maize,2012,59.0,4996.2,27.02,60135
2922,Brazil,Wheat,1993,1761.0,75658.33,26.89,14825
5368,Cameroon,Cassava,1992,1604.0,1137.56,24.6,136333
13929,India,"Rice, paddy",2010,1083.0,40093.69,27.16,33587
3014,Brazil,Sweet potatoes,1994,1761.0,84312.78,25.42,113070
22617,Pakistan,Sorghum,2005,494.0,7914.31,26.04,5998
26573,Turkey,Wheat,1991,593.0,24343.0,13.21,21288
12191,India,Sorghum,1999,1083.0,46195.0,26.85,8472
2047,Bahamas,Plantains and others,2012,1292.0,268.2,25.46,77391
12898,India,Sorghum,2004,1083.0,35113.0,27.29,7161
16111,Jamaica,Sweet potatoes,2002,2051.0,909.71,27.51,161648
14819,Indonesia,Potatoes,1997,2702.0,1597.0,27.46,162061
17759,Lebanon,Sorghum,2012,661.0,1816.0,20.19,19167
26606,Turkey,Potatoes,1993,593.0,28042.0,9.96,242315
19202,Mexico,Sorghum,1993,758.0,34468.93,19.73,29408
9584,Guatemala,Plantains and others,2002,1996.0,10381.71,19.93,230957
266,Angola,Wheat,1998,1010.0,40.0,24.96,17143
11450,India,"Rice, paddy",1995,1083.0,61257.0,26.15,26972
12455,India,Cassava,2001,1083.0,43720.04,26.91,266998
27794,Uruguay,Soybeans,2001,1300.0,4433.04,17.61,23000
27769,Uruguay,Maize,1998,1300.0,4239.03,16.77,33715
11129,India,Sorghum,1993,1083.0,66388.0,25.27,8981
15351,Indonesia,Maize,2013,2702.0,1597.0,27.34,48441
27265,Uganda,Sweet potatoes,2002,1180.0,88.0,23.99,44007
19327,Mexico,Sorghum,1995,758.0,34468.93,16.68,30385
25240,Spain,Wheat,1991,636.0,39147.0,16.58,24592
10447,Hungary,Wheat,2004,589.0,9940.5,10.37,51174
23980,Rwanda,Potatoes,1994,1212.0,157.8,19.55,67588
21345,Nicaragua,Plantains and others,1994,2280.0,799.0,27.26,100000
5785,Canada,Soybeans,1998,537.0,41275.6,6.68,27922
23467,Peru,Plantains and others,2008,1738.0,12598.66,17.34,119548
26625,Turkey,Maize,1994,593.0,24219.0,19.76,38181
7496,Ecuador,Potatoes,1991,2274.0,2377.0,22.18,68405
13997,India,Sweet potatoes,2010,1083.0,40093.69,27.68,92069
9034,Germany,Wheat,2001,700.0,33423.49,5.59,78827
20391,Mexico,Maize,2013,758.0,59920.18,17.34,31941
18293,Malawi,Plantains and others,1997,1181.0,173.19,20.62,38907
8389,Egypt,Potatoes,2013,51.0,13653.0,21.44,266276
18075,Madagascar,Maize,1992,1513.0,101.06,19.76,8125
23785,Qatar,Wheat,2007,74.0,68.0,28.23,23188
24935,South Africa,Soybeans,2004,495.0,26857.0,21.11,16296
14926,Indonesia,Potatoes,2000,2702.0,1597.0,26.77,133759
22416,Pakistan,"Rice, paddy",2001,494.0,11871.0,23.62,27542
11309,India,Sorghum,1994,1083.0,61357.0,25.71,7786
21446,Nicaragua,Yams,2007,2280.0,9850.26,27.23,133053
26099,Switzerland,Potatoes,1995,1537.0,1826.3,7.65,352941
2952,Brazil,Maize,1994,1761.0,84312.78,18.42,23629
4356,Brazil,Potatoes,2009,1761.0,335742.0,26.0,248299
13194,India,Potatoes,2006,1083.0,37423.0,27.47,185920
27815,Uruguay,Soybeans,2005,1300.0,9232.47,17.13,18381
11426,India,Potatoes,1995,1083.0,61257.0,25.86,162720
26652,Turkey,Maize,1995,593.0,27328.0,12.06,37322
21720,Pakistan,"Rice, paddy",1990,494.0,5299.0,24.81,23151
13187,India,Potatoes,2006,1083.0,37423.0,27.28,185920
27146,Turkey,Wheat,2013,593.0,39440.0,13.27,28451
20816,Mozambique,Potatoes,1993,1032.0,102.26,22.04,126210
2521,Botswana,Sorghum,2005,416.0,17.0,20.42,18316
13424,India,Sorghum,2007,1083.0,27422.77,24.59,8443
24892,South Africa,Maize,2002,495.0,26857.0,15.88,28516
8013,Ecuador,Sorghum,2011,2274.0,17529.44,21.78,15838
447,Argentina,"Rice, paddy",1994,591.0,30195.0,18.17,42989
22640,Pakistan,Wheat,2005,494.0,7914.31,27.21,25858
21891,Pakistan,Maize,1993,494.0,4945.0,25.04,13983
2855,Brazil,Maize,1993,1761.0,75658.33,20.49,25321
26352,Thailand,Maize,1998,1622.0,19212.0,28.44,33448
12227,India,Sweet potatoes,1999,1083.0,46195.0,25.5,85744
21245,New Zealand,Potatoes,1996,1732.0,3499.0,13.07,450207
10774,India,Sorghum,1991,1083.0,72133.0,27.35,6553
6068,Canada,Potatoes,2011,537.0,62107.2,7.3,120376
11748,India,Cassava,1997,1083.0,52279.0,24.71,221117
25906,Suriname,Cassava,1992,2331.0,197.5,27.04,144139
23274,Papua New Guinea,Sorghum,2008,3142.0,105.0,25.17,35000
21904,Pakistan,Potatoes,1993,494.0,4945.0,27.25,122809
5939,Canada,Maize,2006,537.0,36572.75,9.83,84737
13249,India,Sorghum,2006,1083.0,37423.0,27.15,8803
15921,Italy,Sweet potatoes,2006,832.0,74349.0,12.87,144453
13712,India,Maize,2009,1083.0,28707.01,27.82,20238
9054,Germany,Wheat,2004,700.0,34930.37,9.48,81716
14958,Indonesia,Potatoes,2001,2702.0,1597.0,25.43,148495
1406,Australia,Potatoes,2005,534.0,34310.0,18.26,344117
23170,Papua New Guinea,Sweet potatoes,1992,3142.0,121.0,25.3,47500
6365,Chile,"Rice, paddy",1997,1522.0,15373.0,13.66,36336
16515,Japan,Yams,1997,1668.0,79821.18,15.89,209840
27742,Uruguay,Potatoes,1994,1300.0,2272.08,17.17,93306
17327,Kazakhstan,Wheat,2007,250.0,5575.89,7.78,12983
226,Angola,Maize,1992,1010.0,23.0,23.96,3778
11051,India,Cassava,1993,1083.0,66388.0,25.97,230430
27819,Uruguay,Potatoes,2006,1300.0,9143.45,17.13,172693
5830,Canada,Soybeans,2000,537.0,39667.0,6.93,25483
8372,Egypt,Wheat,2011,51.0,12945.0,21.99,65428
20586,Morocco,Potatoes,1998,346.0,12621.14,18.24,190427
7444,Dominican Republic,Maize,2013,1410.0,6316.61,26.51,15764
5510,Cameroon,Plantains and others,2007,1604.0,918.88,25.49,120619
17386,Kazakhstan,Soybeans,2012,250.0,8674.58,2.5,20128
27240,Uganda,Cassava,2000,1180.0,88.0,23.75,123840
5168,Burundi,Cassava,1993,1274.0,96.99,21.17,90264
4120,Brazil,Yams,2006,1761.0,238716.0,20.6,92308
18677,Mali,Cassava,2010,282.0,3.84,28.18,153919
11688,India,Soybeans,1996,1083.0,56114.0,27.01,10319
1840,Austria,Soybeans,2007,1110.0,3526.6,10.03,26211
11916,India,Cassava,1998,1083.0,49157.0,25.77,252815
22108,Pakistan,Sorghum,1996,494.0,11955.0,22.61,5931
23663,Portugal,Maize,2001,854.0,15503.0,16.2,58929
23309,Papua New Guinea,Sorghum,2013,3142.0,105.0,25.44,39020
6838,Colombia,Sorghum,2008,3240.0,48538.97,22.07,37100
24319,Saudi Arabia,Potatoes,2012,59.0,4996.2,27.02,253233
15352,Indonesia,Maize,2013,2702.0,1597.0,26.72,48441
13087,India,Soybeans,2005,1083.0,35342.0,25.62,10734
27994,Zambia,Cassava,2006,1020.0,1670.0,21.05,57917
2778,Brazil,"Rice, paddy",1992,1761.0,67003.89,20.21,21349
15063,Indonesia,Maize,2005,2702.0,1597.0,27.44,34539
27479,Ukraine,"Rice, paddy",2013,565.0,86781.8,10.33,59938
4087,Brazil,Soybeans,2006,1761.0,238716.0,20.6,23796
4867,Bulgaria,Maize,1998,608.0,3133.5,9.16,27318
16549,Japan,Wheat,1998,1668.0,79821.18,16.72,35111
14878,Indonesia,Cassava,1999,2702.0,1597.0,26.62,121763
16056,Jamaica,Yams,1994,2051.0,1415.65,27.48,160831
8657,Eritrea,Maize,2012,383.0,27.63,25.16,10476
20285,Mexico,"Rice, paddy",2011,758.0,65961.1,16.26,50962
20426,Mexico,Soybeans,2013,758.0,59920.18,21.86,15198
23138,Pakistan,Sweet potatoes,2013,494.0,0.92,25.95,88711
4767,Brazil,Sorghum,2013,1761.0,367778.0,17.57,26817
26132,Switzerland,Soybeans,2004,1537.0,1390.7,7.67,28446
587,Argentina,Maize,2004,591.0,65003.34,17.67,63931
1326,Australia,"Rice, paddy",2002,534.0,26651.0,12.31,82580
4130,Brazil,Cassava,2007,1761.0,304031.0,27.92,140099
17682,Lebanon,Potatoes,1992,661.0,1221.0,18.18,210345
1493,Australia,"Rice, paddy",2007,534.0,32446.25,20.31,82609
11527,India,Sweet potatoes,1995,1083.0,61257.0,26.04,80643
15747,Italy,"Rice, paddy",1993,832.0,89282.2,12.71,56317
22654,Pakistan,Maize,2006,494.0,6925.13,19.53,30368
6567,Colombia,Sorghum,1992,3240.0,15305.94,27.38,30684
407,Argentina,Wheat,1991,591.0,26156.0,17.64,18972
19481,Mexico,Wheat,1997,758.0,34468.93,25.21,47347
5844,Canada,Maize,2001,537.0,38456.0,6.46,66187
24396,Senegal,"Rice, paddy",2000,686.0,491.03,25.26,23454
1752,Australia,Sorghum,2013,534.0,45177.18,12.19,34419
5774,Canada,Maize,1998,537.0,41275.6,8.54,80054
11555,India,Wheat,1995,1083.0,61257.0,27.03,25590
11296,India,Sorghum,1994,1083.0,61357.0,26.03,7786
14920,Indonesia,Maize,2000,2702.0,1597.0,26.77,27649
5918,Canada,Maize,2005,537.0,36363.0,7.22,86035
8279,Egypt,"Rice, paddy",2005,51.0,5471.0,21.08,99874
17924,Libya,Maize,2001,56.0,4284.5,21.1,20000
27699,United Kingdom,Wheat,2012,1220.0,17718.64,9.55,66571
25543,Spain,"Rice, paddy",2007,636.0,39286.0,17.41,71228
8129,Egypt,Soybeans,1993,51.0,4175.0,20.74,27534
10987,India,Sweet potatoes,1992,1083.0,70791.0,26.82,82835
7327,Dominican Republic,Sweet potatoes,2005,1410.0,3515.56,26.9,62339
18400,Malawi,Potatoes,2012,1181.0,775.83,20.42,172009
8240,Egypt,Sorghum,2001,51.0,5039.0,22.33,57964
15849,Italy,Soybeans,2000,832.0,79447.0,13.42,35761
3394,Brazil,Soybeans,1998,1761.0,118930.56,20.71,23533
5850,Canada,Potatoes,2001,537.0,38456.0,6.46,102703
12692,India,"Rice, paddy",2002,1083.0,42482.56,24.91,26163
24548,Slovenia,Potatoes,2012,1162.0,1016.08,11.12,234061
15344,Indonesia,Cassava,2013,2702.0,1597.0,27.88,224601
15078,Indonesia,Soybeans,2005,2702.0,1597.0,25.59,13006
8233,Egypt,Maize,2001,51.0,5039.0,21.45,69798
6859,Colombia,Wheat,2009,3240.0,51435.13,27.68,16946
10306,Honduras,Sorghum,2007,1976.0,5283.93,24.55,11496
18963,Mauritius,"Rice, paddy",2011,2041.0,685.98,24.52,26333
16115,Jamaica,Plantains and others,2004,2051.0,909.71,27.47,172093
26986,Turkey,Sorghum,2008,593.0,37640.2,11.33,30811
11616,India,Potatoes,1996,1083.0,56114.0,25.55,169913
23678,Portugal,Sweet potatoes,2004,854.0,16942.0,16.31,81356
8827,France,"Rice, paddy",2002,867.0,82448.0,11.87,56910
1171,Australia,Soybeans,1998,534.0,37215.0,13.61,17035
9199,Ghana,Plantains and others,1996,1187.0,1575.5,26.61,79711
13212,India,"Rice, paddy",2006,1083.0,37423.0,25.42,31759
3192,Brazil,Soybeans,1996,1761.0,101621.67,20.18,22493
5401,Cameroon,Potatoes,1995,1604.0,48.35,25.21,20588
5204,Burundi,Cassava,1997,1274.0,117.56,21.51,86182
22970,Pakistan,Maize,2011,494.0,1979.27,23.36,39897
21942,Pakistan,Sweet potatoes,1993,494.0,4945.0,26.51,98171
1525,Australia,Maize,2008,534.0,42935.38,14.11,56912
13455,India,Sweet potatoes,2007,1083.0,27422.77,25.95,86976
2106,Bangladesh,Maize,1992,2666.0,1453.0,25.86,9319
3259,Brazil,Potatoes,1997,1761.0,110276.11,18.36,152748
20809,Mozambique,Potatoes,1992,1032.0,102.26,22.6,125440
26715,Turkey,Soybeans,1997,593.0,34431.0,18.65,21053
25629,Spain,Sorghum,2011,636.0,53549.0,13.28,43201
26500,Tunisia,Wheat,2005,207.0,584.49,19.12,16918
19901,Mexico,"Rice, paddy",2005,758.0,51741.99,16.93,50653
16647,Japan,Maize,2001,1668.0,78735.45,15.97,25000
17523,Kenya,Plantains and others,2002,630.0,1578.0,16.61,121739
26529,Turkey,Maize,1990,593.0,29918.0,17.94,40803
18670,Mali,Potatoes,2009,282.0,4.12,27.89,237913
2317,Bangladesh,Sweet potatoes,2009,2666.0,13790.09,26.54,96232
8867,France,Maize,2010,867.0,61903.0,10.41,88299
16006,Italy,Wheat,2012,832.0,61889.0,8.05,41293
15213,Indonesia,Potatoes,2009,2702.0,1597.0,27.63,165123
10278,Honduras,"Rice, paddy",2004,1976.0,3034.91,24.68,41050
8208,Egypt,Potatoes,1999,51.0,4823.0,22.28,232915
16418,Japan,Sweet potatoes,1995,1668.0,79821.18,12.98,241020
10598,India,Sorghum,1990,1083.0,75000.0,26.91,8136
15632,Iraq,Potatoes,2012,216.0,1979.27,24.34,134713
27099,Turkey,Potatoes,2012,593.0,42610.59,18.54,280384
12213,India,Soybeans,1999,1083.0,46195.0,26.85,11380
9158,Germany,Wheat,2013,700.0,43756.1,10.12,79979
8234,Egypt,Maize,2001,51.0,5039.0,22.33,69798
9893,Guyana,Maize,1999,2387.0,289.9,27.16,15005
17819,Lesotho,Sorghum,2004,788.0,0.3,14.91,3933
15460,Iraq,Wheat,1996,216.0,616.0,23.96,8667
16009,Italy,Maize,2013,832.0,55633.0,13.6,86989
13912,India,"Rice, paddy",2010,1083.0,40093.69,26.51,33587
2905,Brazil,Sweet potatoes,1993,1761.0,75658.33,21.94,107920
24324,Saudi Arabia,Wheat,2012,59.0,4996.2,26.83,59254
22557,Pakistan,Soybeans,2004,494.0,8903.48,25.55,12450
247,Angola,Sweet potatoes,1995,1010.0,336.0,24.56,81138
9320,Greece,Soybeans,1990,652.0,7420.0,18.05,30000
17765,Lesotho,Maize,1990,788.0,0.3,14.48,11000
8063,Ecuador,Potatoes,2013,2274.0,6471.77,21.94,73131
16238,Japan,"Rice, paddy",1991,1668.0,79821.18,13.32,58590
13219,India,"Rice, paddy",2006,1083.0,37423.0,25.85,31759
16769,Japan,Yams,2004,1668.0,64688.88,16.33,229051
25806,Sri Lanka,"Rice, paddy",2006,1712.0,1751.75,26.56,36705
24576,South Africa,Sweet potatoes,1990,495.0,16582.0,15.56,35872
18946,Mauritius,Maize,2008,2041.0,781.32,24.19,75410
4104,Brazil,Wheat,2006,1761.0,238716.0,21.82,15927
16695,Japan,Potatoes,2002,1668.0,70262.54,16.0,334130
17595,Kenya,"Rice, paddy",2010,630.0,1578.0,16.82,42384
18391,Malawi,Plantains and others,2011,1181.0,553.57,20.92,98694
5471,Cameroon,Potatoes,2002,1604.0,815.79,25.26,39452
17491,Kenya,Cassava,1999,630.0,3056.0,16.7,102106
20116,Mexico,Sweet potatoes,2008,758.0,61732.11,19.45,215028
6614,Colombia,Maize,1995,3240.0,20156.23,22.27,15537
27500,United Kingdom,Wheat,1991,1220.0,29022.0,9.24,72519
24090,Rwanda,Sorghum,2007,1212.0,398.11,19.6,10103
25385,Spain,Wheat,1998,636.0,35070.0,17.15,28424
5075,Burkina Faso,Sweet potatoes,2005,748.0,92.21,29.18,83331
18414,Malaysia,Maize,1990,2875.0,39406.48,27.21,17500
16145,Jamaica,"Rice, paddy",2008,2051.0,909.71,27.17,33333
4266,Brazil,"Rice, paddy",2008,1761.0,312637.0,25.96,42311
9989,Haiti,Sorghum,1991,1440.0,18.86,27.01,8182
8126,Egypt,"Rice, paddy",1993,51.0,4175.0,21.79,77184
28163,Zimbabwe,Maize,2004,657.0,3094.08,20.31,12965
796,Armenia,Maize,2010,562.0,278.72,11.31,46724
610,Argentina,Sorghum,2005,591.0,65437.73,17.83,51872
4140,Brazil,Maize,2007,1761.0,304031.0,18.66,37852
27982,Zambia,Sorghum,2004,1020.0,1670.0,20.79,5797
1819,Austria,Potatoes,2001,1110.0,3132.2,8.75,300394
14333,India,Sweet potatoes,2012,1083.0,52980.0,24.37,97174
6653,Colombia,Potatoes,1997,3240.0,16005.0,27.54,162924
16498,Japan,Soybeans,1997,1668.0,79821.18,15.37,17380
11454,India,"Rice, paddy",1995,1083.0,61257.0,25.92,26972
27472,Ukraine,Potatoes,2012,565.0,90814.8,8.56,161001
1833,Austria,Wheat,2005,1110.0,3404.0,8.6,50286
838,Australia,Sweet potatoes,1990,534.0,17866.0,16.8,137140
8647,Eritrea,Sorghum,2009,383.0,27.63,25.3,2358
6664,Colombia,Yams,1997,3240.0,16005.0,22.9,103399
21188,Netherlands,Potatoes,2002,778.0,9700.44,10.64,445686
27216,Uganda,Potatoes,1997,1180.0,88.0,24.04,64286
20882,Mozambique,Sweet potatoes,2002,1032.0,17.4,21.96,47289
13147,India,Cassava,2006,1083.0,37423.0,26.04,321132
467,Argentina,Soybeans,1995,591.0,37842.0,17.74,20446
16937,Japan,Yams,2008,1668.0,58750.0,15.57,225093
22551,Pakistan,Sorghum,2004,494.0,8903.48,23.78,6062
15914,Italy,"Rice, paddy",2006,832.0,74349.0,8.15,62772
15040,Indonesia,"Rice, paddy",2004,2702.0,1597.0,26.97,45365
27821,Uruguay,Sorghum,2006,1300.0,9143.45,17.13,38797
17455,Kenya,"Rice, paddy",1995,630.0,4607.0,16.52,40000
5934,Canada,Wheat,2005,537.0,36363.0,5.95,27381
15590,Iraq,Soybeans,2008,216.0,1245.94,24.09,9016
23430,Peru,Maize,2004,1738.0,8941.22,17.29,26734
12080,India,Wheat,1998,1083.0,49157.0,25.55,24852
1789,Austria,Wheat,1993,1110.0,3984.0,8.48,42246
6105,Canada,Wheat,2012,537.0,73508.9,7.85,28645
6044,Canada,Potatoes,2010,537.0,61050.0,7.77,128373
3690,Brazil,Soybeans,2001,1761.0,151523.0,27.69,27105
9811,Guinea,Yams,2008,1651.0,424.9,27.61,91167
26589,Turkey,"Rice, paddy",1992,593.0,27110.0,16.91,50026
14652,Indonesia,Sweet potatoes,1992,2702.0,825.0,25.17,94481
20613,Morocco,Potatoes,2000,346.0,13435.43,18.16,180193
20435,Mexico,Sweet potatoes,2013,758.0,59920.18,24.19,183965
7247,Dominican Republic,Sweet potatoes,1999,1410.0,5398.0,26.62,61874
5626,Canada,Maize,1992,537.0,29387.0,6.25,56927
19680,Mexico,Cassava,2001,758.0,31373.3,21.23,153208
23296,Papua New Guinea,Sweet potatoes,2011,3142.0,105.0,25.17,50469
15103,Indonesia,Potatoes,2006,2702.0,1597.0,27.39,169363
6588,Colombia,Soybeans,1993,3240.0,14961.81,22.29,21363
16867,Japan,"Rice, paddy",2007,1668.0,61164.07,16.53,65111
106,Algeria,"Rice, paddy",1991,89.0,2461.8,16.26,26786
8682,Estonia,Wheat,2000,626.0,315.0,7.12,21285
9343,Greece,Wheat,1993,652.0,8826.0,17.53,22952
3604,Brazil,Sweet potatoes,2000,1761.0,140423.0,26.82,110351
9053,Germany,Wheat,2004,700.0,34930.37,9.82,81716
9457,Greece,Potatoes,2011,652.0,8189.8,17.67,202160
25870,Sudan,"Rice, paddy",2012,1712.0,2469.47,26.42,31746
9729,Guinea,Yams,1996,1651.0,157.0,27.33,111198
9405,Greece,Sweet potatoes,2002,652.0,11852.0,18.33,186335
8009,Ecuador,Potatoes,2011,2274.0,17529.44,22.11,77752
9694,Guinea,Yams,1991,1651.0,80.0,27.22,100000
5392,Cameroon,"Rice, paddy",1994,1604.0,411.42,24.93,31423
15960,Italy,Soybeans,2009,832.0,74172.0,8.11,34759
20397,Mexico,Maize,2013,758.0,59920.18,17.18,31941
24003,Rwanda,Wheat,1996,1212.0,218.6,19.31,11357
18787,Mauritania,Sweet potatoes,2000,92.0,39.09,27.66,10001
6720,Colombia,Cassava,2001,3240.0,85515.3,22.5,104108
1446,Australia,Potatoes,2006,534.0,35900.0,12.51,354317
16297,Japan,Wheat,1992,1668.0,79821.18,15.63,35371
10245,Honduras,Sweet potatoes,1999,1976.0,2387.0,24.41,63402
22535,Pakistan,Potatoes,2004,494.0,8903.48,25.55,176673
13047,India,"Rice, paddy",2005,1083.0,35342.0,26.11,31537
21915,Pakistan,"Rice, paddy",1993,494.0,4945.0,26.51,27397
19118,Mexico,Maize,1992,758.0,34468.93,21.0,23450
20473,Morocco,Potatoes,1990,346.0,9364.0,18.17,171851
11422,India,Maize,1995,1083.0,61257.0,24.64,15946
23179,Papua New Guinea,Cassava,1994,3142.0,176.0,25.07,108571
25846,Sri Lanka,"Rice, paddy",2011,1712.0,1290.31,26.65,35699
6728,Colombia,"Rice, paddy",2001,3240.0,85515.3,22.5,45472
17677,Lebanon,Maize,1991,661.0,1221.0,19.31,17467
8725,Finland,Potatoes,1999,536.0,1139.0,5.7,244923
651,Argentina,Maize,2008,591.0,87149.01,17.71,64525
24194,Saudi Arabia,Sorghum,1995,59.0,994.0,25.64,11477
1755,Australia,Sorghum,2013,534.0,45177.18,18.09,34419
8996,Germany,Wheat,1998,700.0,33377.0,10.05,72035
4724,Brazil,Cassava,2013,1761.0,367778.0,27.71,140795
16882,Japan,Sweet potatoes,2007,1668.0,61164.07,16.03,237936
24073,Rwanda,Soybeans,2005,1212.0,222.92,20.29,5627
4835,Bulgaria,Soybeans,1992,608.0,3906.0,9.07,8070
11423,India,Maize,1995,1083.0,61257.0,27.03,15946
27195,Uganda,Cassava,1995,1180.0,88.0,23.72,66988
2610,Brazil,Sweet potatoes,1990,1761.0,49695.0,17.77,101661
26734,Turkey,Potatoes,1998,593.0,30162.0,18.08,258890
12027,India,Soybeans,1998,1083.0,49157.0,26.69,11001
18883,Mauritius,Sweet potatoes,1991,2041.0,788.43,24.14,75556
19667,Mexico,Sweet potatoes,2000,758.0,34468.93,23.07,188160
245,Angola,Potatoes,1995,1010.0,336.0,24.56,76738
4796,Brazil,Sweet potatoes,2013,1761.0,367778.0,26.14,130913
21755,Pakistan,Sweet potatoes,1990,494.0,5299.0,23.14,92141
5266,Burundi,Yams,2004,1274.0,508.26,21.71,55067
21857,Pakistan,Sorghum,1992,494.0,5518.0,26.91,5910
25312,Spain,"Rice, paddy",1995,636.0,27852.0,17.66,60459
19412,Mexico,Sweet potatoes,1996,758.0,34468.93,19.27,185891
18016,Lithuania,Maize,1999,656.0,695.0,7.31,17416
5133,Burkina Faso,Cassava,2013,748.0,843.0,29.41,13594
6633,Colombia,Plantains and others,1996,3240.0,18131.0,27.12,69346
8558,El Salvador,Sorghum,2010,1784.0,3598.59,25.96,17201
19891,Mexico,Potatoes,2005,758.0,51741.99,22.95,259662
1167,Australia,Sorghum,1998,534.0,37215.0,18.05,21321
3697,Brazil,Sweet potatoes,2001,1761.0,151523.0,22.14,113496
15020,Indonesia,Cassava,2004,2702.0,1597.0,27.32,154679
16295,Japan,Sweet potatoes,1992,1668.0,79821.18,15.26,235027
13381,India,Potatoes,2007,1083.0,27422.77,27.31,164101
27700,United Kingdom,Wheat,2012,1220.0,17718.64,9.55,66571
27579,United Kingdom,Wheat,1999,1220.0,35537.0,10.3,80495
24821,South Africa,Sorghum,1999,495.0,26098.8,19.27,22602
26243,Tajikistan,Potatoes,2005,691.0,235.4,8.61,196227
27922,Zambia,Cassava,1996,1020.0,1670.0,21.19,61172
27410,Ukraine,Wheat,2000,565.0,27343.71,8.82,19756
18519,Mali,Sorghum,1991,282.0,54.63,27.58,10898
27694,United Kingdom,Potatoes,2012,1220.0,17718.64,9.55,305570
2805,Brazil,Soybeans,1992,1761.0,67003.89,24.97,20352
12340,India,"Rice, paddy",2000,1083.0,44957.52,24.57,28508
9804,Guinea,Cassava,2008,1651.0,424.9,27.61,75231
13552,India,Potatoes,2008,1083.0,14485.33,25.68,192973
27528,United Kingdom,Wheat,1994,1220.0,33929.0,9.01,73520
15564,Iraq,Sorghum,2006,216.0,824.14,23.82,10000
12810,India,Cassava,2004,1083.0,35113.0,27.29,270436
11485,India,Sorghum,1995,1083.0,61257.0,25.76,8235
19254,Mexico,Potatoes,1994,758.0,34468.93,21.46,190845
21210,Netherlands,Wheat,2010,778.0,9586.03,8.84,89092
27675,United Kingdom,Potatoes,2010,1220.0,16770.87,8.8,438841
19248,Mexico,Potatoes,1994,758.0,34468.93,21.46,190845
18104,Madagascar,Sweet potatoes,1995,1513.0,73.08,19.96,59055
3817,Brazil,Wheat,2002,1761.0,145552.0,25.56,14754
26666,Turkey,Soybeans,1995,593.0,27328.0,10.93,24194
6847,Colombia,Maize,2009,3240.0,51435.13,27.68,26845
23303,Papua New Guinea,Sweet potatoes,2012,3142.0,105.0,25.14,50681
2547,Brazil,Cassava,1990,1761.0,49695.0,20.29,125529
